"gene_names","var_zt","var_ict"
"CTSZ",1.3906,1.3316
"CUEDC1",0.6028,0.3353
"IFIT1",0.8054,0.7553
"ACPP",0.9072,0.655
"MARK2",0.7968,0.5322
"FAM20C",1.2363,1.0036
"RALBP1",0.9888,0.702
"DPP3",1.7666,1.5419
"MAL",0.3292,0.1808
"TKT",1.0353,0.9225
"BRD2",1.4066,1.3683
"TRAF5",0.5667,0.326
"TMED4",1.8802,1.6105
"IMP4",1.5018,1.4735
"C12orf45",1.2691,1.0702
"INTS1",1.1988,1.3657
"SLC14A1",1.677,1.7486
"CLIC1",1.4325,1.3316
"EPS15L1",0.8383,0.5829
"SLC45A3",1.301,1.5363
"IGSF6",0.7106,0.574
"MFSD5",1.5631,1.6529
"ZMYND19",0.9785,0.9256
"TECPR2",1.0758,0.928
"USP1",1.0384,0.7533
"MSH6",0.626,0.4066
"UNC119",0.8278,0.6961
"TP53BP1",0.6675,0.6414
"HLA-DMB",0.6358,0.4708
"CCM2",1.2682,1.1959
"VAT1",1.3662,1.2982
"MYO1F",0.8103,0.5516
"CYP1B1",1.2123,1.0947
"KATNB1",1.2041,0.9065
"CD96",0.4611,0.2571
"VTA1",1.6457,1.5665
"MAN1A1",0.7682,0.507
"LILRA5",0.591,0.3455
"GRSF1",1.0824,0.8905
"SHC1",0.9635,0.7107
"C6orf203",0.804,0.574
"VPS11",1.0811,1.3893
"CBLL1",1.1791,1.0486
"ARGLU1",1.1911,1.0709
"CTSS",0.896,0.6481
"SNRPD1",1.1442,0.7897
"ZNF528",0.9867,0.8355
"TRIAP1",1.5061,1.3075
"ZNF780A",1.5419,1.4798
"CTDSPL2",1.1651,0.9622
"SIGLEC8",1.3538,1.326
"C5AR1",1.3867,1.1486
"WDR46",1.9032,1.7002
"BTG2",0.7985,0.7244
"GTF3C6",0.8067,0.5627
"LRPPRC",0.6187,0.4608
"NRM",1.5688,1.5283
"MBOAT1",1.5079,1.5725
"MEF2A",1.7688,1.5281
"PPA1",1.2883,0.9095
"PTPRC",1.8398,1.6168
"CD2BP2",1.0835,0.9744
"ERP27",1.199,1.0572
"SYNCRIP",0.643,0.4257
"LMAN1",1.5458,1.4205
"ARAP3",0.5843,0.3989
"GNG2",0.4918,0.5188
"REEP5",1.687,1.3995
"TBCK",0.5489,0.3321
"PPIE",0.6651,0.4453
"NPL",0.7955,0.5578
"CIAO1",0.6834,0.673
"MAPKAP1",1.5879,1.4677
"SCNM1",1.2699,1.4216
"EHMT1",1.7421,1.4986
"PIK3R1",1.1117,0.9776
"FAM53B",0.6673,0.421
"GTF2F1",1.7394,1.6082
"DAPK2",0.5176,0.3856
"AGPAT5",1.0655,0.9505
"EXOSC1",1.6208,1.4197
"WDR48",1.2838,1.443
"ZFAND5",1.0437,0.6905
"PUSL1",1.167,1.2057
"TEX2",1.6049,1.6003
"RICTOR",1.2479,1.0777
"TBC1D20",1.0807,0.8383
"ATG4D",1.7021,1.6956
"TMEM184B",1.0145,0.8642
"ATP6V1D",1.9747,1.8588
"SIPA1L1",1.063,0.877
"ATF2",1.5683,1.5314
"SENP7",1.7068,1.523
"IKZF1",1.4398,1.5649
"NCOA3",1.5957,1.6032
"MGST3",0.8017,0.6197
"JDP2",0.4156,0.2121
"PABPC1L",1.6313,1.4043
"SSU72",1.4195,1.3517
"CCDC93",1.8311,1.8168
"CAST",1.2588,1.2078
"TTC14",0.6188,0.4479
"HSDL2",0.941,0.9138
"TMED3",1.4813,1.4843
"ANKRD12",1.2115,0.9594
"DRG2",1.7603,1.7468
"MBIP",1.2298,0.9976
"MFAP3",1.5242,1.5923
"SH3KBP1",1.804,1.7052
"CD300E",1.5186,1.4944
"ASB13",1.2067,1.115
"ZNF266",1.051,1.0285
"CDC5L",1.0918,0.9465
"FBXL14",1.2884,1.2073
"NCR3",1.9625,1.7267
"THOC5",0.606,0.4509
"BRF2",1.913,1.7529
"MAP3K13",1.5458,1.4281
"KCTD10",1.3067,1.2045
"TAZ",1.5172,1.4422
"C18orf25",1.0189,0.9844
"TSEN2",0.7957,0.5864
"UNC13D",0.6236,0.4647
"BICD2",1.0774,0.7322
"NLRC3",1.5756,1.5934
"TSTD1",0.9899,0.7693
"ZNF609",0.7573,0.7809
"ARMC7",1.0456,0.8291
"ERN1",1.2295,1.0083
"PDXK",1.04,0.8357
"RETN",1.5435,1.4492
"NUFIP2",1.5629,1.5557
"GFOD2",1.0687,0.728
"TRANK1",0.6555,0.4069
"CST3",1.2902,1.2282
"PRMT5",1.7395,1.741
"STX16",1.2539,1.1889
"YEATS4",1.1917,0.9387
"YKT6",1.2925,1.0847
"STOML1",1.2689,1.2159
"UBE3B",1.8979,1.8234
"GPR35",1.3207,1.3337
"PYCARD",0.7946,0.6154
"GATAD2A",1.547,1.523
"IL1B",0.4386,0.3953
"TNPO2",1.3786,1.3586
"MLF2",0.6494,0.5869
"ERLEC1",1.1632,1.1114
"RPA1",0.9599,0.9508
"PDCD6IP",1.5695,1.5418
"STYX",0.999,0.8484
"KDM4C",0.8866,0.6377
"THAP3",1.6559,1.7596
"TMCO6",1.0135,0.9608
"PIGG",1.7822,1.907
"ETV6",0.7534,0.4775
"NKIRAS2",0.9399,0.7672
"REXO4",1.2179,1.1667
"LAS1L",0.5514,0.5181
"SDHC",1.7376,1.6656
"BTF3",1.057,0.8269
"FAM174A",0.8466,0.7076
"HPS1",0.8692,0.7468
"LPIN1",0.8976,0.6543
"CEP350",1.5933,1.7613
"ATAD3A",1.187,1.3145
"NUDT3",0.6016,0.5755
"DYNC1H1",0.9659,1.1858
"WDR26",0.9551,0.8132
"GBP3",1.2782,0.9283
"AIG1",1.4644,1.1557
"TRAPPC6A",1.5371,1.3341
"IKBKB",1.1645,1.1925
"KCNAB2",0.9772,0.8667
"DHRS7",0.925,0.9002
"LRP3",1.8485,1.734
"RPN2",1.3111,1.4082
"RRM2B",1.2262,1.41
"UTP18",1.1309,0.7805
"IL6ST",0.6205,0.5022
"SDAD1",0.9315,0.7618
"ZNF281",1.2715,1.2878
"RAD21",1.8433,1.7233
"SLC25A5",0.9583,0.7737
"MRPL23",1.3029,1.1361
"ARF5",1.2944,1.3604
"NDRG2",0.9206,0.8778
"PQLC2",1.6546,1.5111
"FBXL20",0.8748,0.7456
"MLKL",0.8163,0.8492
"CHD2",1.3371,0.9892
"PTP4A3",1.0875,0.9441
"POLR2K",1.3749,1.1841
"TRIM26",0.9161,0.7198
"NCOA6",1.6041,1.5544
"MAP3K5",1.2892,1.115
"TSPYL1",1.6401,1.6915
"ST6GALNAC2",0.6575,0.4738
"SF3A2",1.1118,0.9743
"ING2",1.6406,1.384
"TUT1",1.2938,1.2676
"UNK",0.7836,0.6339
"COMMD8",1.2776,1.0612
"TWF2",1.5121,1.2957
"ARL6IP5",1.3047,0.9999
"MS4A7",1.5627,1.4361
"PAPOLA",1.2173,1.0915
"ARRDC1",0.8601,0.6587
"PRCC",1.5502,1.5122
"CCDC82",1.5357,1.4322
"ADAM17",1.0025,0.8374
"SORL1",1.3734,1.1041
"OAS2",1.8453,1.6685
"TTC31",1.7213,1.7403
"CNPY3",0.8561,0.7056
"VAPB",1.9533,1.7841
"GOLGA7",1.6104,1.5904
"ABCC10",1.4196,1.3263
"CD2",0.8959,0.7347
"CETN2",1.489,1.5997
"SP110",1.4311,1.2552
"PYGL",1.1213,0.9578
"AKT2",1.7881,1.7659
"OXA1L",1.4627,1.4775
"EXOSC6",1.5392,1.5111
"PDCD2",0.8722,0.6506
"MFSD8",1.0903,1.0723
"ATP2C1",1.4382,1.2948
"ASH1L",1.2598,1.2031
"ZNF12",1.1716,1.0554
"ENTPD1",0.6915,0.5216
"CAMLG",1.5086,1.1941
"DOLK",1.0779,0.8926
"CD46",1.0726,0.8275
"ZNF227",1.4322,1.2476
"NUDT16",0.6761,0.4692
"F5",1.5136,1.26
"ASCC1",1.0713,1.1305
"TRIM69",1.5269,1.5594
"AZI2",1.3804,1.2499
"C11orf54",1.1949,1.1414
"CTNNB1",1.7919,1.632
"RPL35A",0.9945,0.6968
"CCR6",0.7686,0.5152
"STAT5B",1.0644,0.7269
"TRIM11",1.1697,1.0156
"SLC12A7",1.0326,1.3818
"CSF1",1.9225,1.7095
"PXK",0.8288,0.7341
"CRTC1",1.6662,1.8648
"AP2A1",0.8458,0.719
"DUSP2",1.1961,1.2619
"XPA",1.1522,0.8759
"ABCC5",1.1034,0.9787
"PCBP1",1.5921,1.4193
"ARHGAP30",1.5015,1.36
"MBD6",0.5546,0.4098
"IFIT5",1.2727,1.2374
"ASB7",1.7943,1.7796
"PEPD",1.2916,1.0963
"FAM120B",1.7085,1.5362
"CD37",1.5998,1.5478
"TAOK3",1.4783,1.5037
"LARP7",1.7481,1.5609
"ZNF784",1.5518,1.6567
"PDZD4",1.1566,1.1367
"NUBP2",1.8243,1.6875
"PHF23",1.2673,1.256
"TBC1D9B",1.1417,1.0534
"NMI",1.2753,1.3136
"VPS53",1.3316,1.1116
"DNAJB1",1.3781,1.4394
"NDUFA3",1.6738,1.5684
"SRI",1.5986,1.4372
"TRIM44",0.8284,0.7897
"ZFP36",1.3059,1.1958
"OSTF1",0.8489,0.7097
"ALG8",0.9586,0.738
"TRIM4",0.5332,0.4371
"BAG5",1.1325,1.1456
"HLA-DOA",0.5973,0.4918
"SLC44A2",0.7026,0.487
"TRIM22",1.5883,1.8569
"GRB2",1.0727,0.8675
"PML",1.026,0.7862
"HNRNPH3",1.0759,1
"RBM7",1.8286,1.8425
"TMEM173",0.6711,0.6744
"EIF5B",1.3264,1.2128
"EIF5",1.3386,1.1123
"PTPN23",1.2587,1.1612
"C6orf48",0.5723,0.3514
"HELQ",1.1327,0.8049
"PPP1R12A",1.6176,1.5736
"MGST2",1.5011,1.5237
"CD164",1.3037,1.3363
"CYFIP1",1.7506,1.7986
"MDH1",0.9239,0.6953
"USP9X",1.6716,1.4912
"BCL2",1.1356,1.133
"TNFRSF13B",1.486,1.5679
"YPEL3",0.6522,0.5124
"AGPAT1",1.0474,1.0299
"TMEM123",0.7428,0.4766
"PSPC1",1.5019,1.5561
"SCAP",0.8461,0.5672
"AGPAT3",1.6803,1.7842
"NME6",1.6972,1.5643
"KDM1B",1.012,0.8284
"SF3B5",1.5104,1.4578
"FNIP1",1.2208,0.8826
"OGFRL1",0.7327,0.624
"MARS",1.4306,1.2888
"ZER1",1.1428,0.8875
"BRI3BP",1.8124,1.8391
"NAPG",1.1708,0.9056
"MRPL9",0.9783,0.714
"CDC42SE2",0.686,0.4817
"FH",1.1739,1.1224
"SERPINB9",1.576,1.511
"SETDB1",1.6003,1.5213
"EWSR1",1.8341,1.8826
"DDX58",1.2597,1.3366
"CLN3",1.304,0.9599
"ATP8B2",0.775,0.7813
"SPOCK2",1.1659,1.361
"EZH1",1.6428,1.5334
"CIITA",0.5514,0.6009
"GDI2",1.5023,1.4767
"CD302",0.4969,0.3928
"ARL15",1.5312,1.2511
"LY6G5C",0.935,0.9448
"TMEM33",1.1184,0.9218
"ALDOC",1.3826,1.569
"IL1R1",0.4364,0.2626
"MTMR10",1.3387,1.1599
"ABHD15",1.9148,1.7464
"TAF15",1.6182,1.5592
"ATP1A1",0.9724,1.1006
"CANX",1.2062,1.2581
"PAPD4",1.6439,1.6144
"PNP",1.2857,1.1338
"RAB43",1.1224,0.9927
"SPG21",1.125,0.9127
"RAPGEFL1",0.9666,0.8475
"EIF4E3",0.6706,0.5465
"RBMX",1.2231,1.0882
"NAA16",0.9636,0.7726
"OFD1",0.4282,0.2869
"ZNF692",1.0107,0.8597
"PNMA3",1.6388,1.574
"EGLN2",0.9001,0.8209
"ARHGAP17",1.0675,1.0384
"EFHC1",1.5058,1.4812
"IVNS1ABP",1.5247,1.4517
"TMEM199",1.4759,1.7501
"SH3GLB1",0.6928,0.5813
"MGRN1",0.8856,0.7695
"CCHCR1",1.443,1.3581
"LSM12",1.6867,1.6693
"MEGF9",0.7154,0.5729
"BST1",0.9065,0.804
"SMC6",1.3072,1.1059
"PSMF1",1.2119,1.1441
"E2F3",1.8241,1.6409
"FAM98C",1.4913,1.4689
"PGP",1.204,0.9946
"BPI",0.8664,0.6884
"STX12",1.2106,1.2289
"FIZ1",1.6811,1.6441
"TPRG1L",0.9639,0.7768
"STAM",1.2789,1.2714
"RABGAP1L",1.3805,1.2569
"PPTC7",1.3384,1.1711
"DNAJC7",1.5284,1.6583
"TXNRD1",1.064,0.6876
"FOXJ2",0.9216,0.8317
"CPSF2",1.6323,1.5056
"EIF4E2",1.4807,1.4855
"PSIP1",0.7403,0.5064
"CRNKL1",1.5153,1.432
"OXNAD1",0.484,0.2915
"TARDBP",0.495,0.3281
"TYROBP",0.8545,0.8684
"GK",0.8659,0.7312
"CHD7",1.372,1.2409
"MRPL30",1.4269,1.1347
"IGHD",0.6123,0.5169
"PSME3",0.784,0.5869
"CUTA",0.9469,0.7936
"DCAF7",1.7421,1.5164
"SHKBP1",0.8701,0.6915
"FAM134B",0.774,0.4796
"DDX17",1.7985,1.6906
"CCDC115",1.0055,0.835
"CNST",1.6831,1.5292
"VMA21",1.3066,1.2297
"CSNK1E",1.6794,1.7417
"UBR2",0.8751,0.6375
"FCN1",1.9109,1.8465
"DDX21",0.5195,0.3534
"MMS19",0.4775,0.3163
"PRIM2",1.2609,1.1671
"VPS37A",1.5209,1.3368
"SMC3",1.0088,0.7694
"WDR34",0.9118,0.9041
"VPS13D",1.5215,1.6845
"TRIM39",1.3586,1.3309
"ORMDL3",1.1587,0.982
"ADAM8",1.1622,1.1063
"PLEKHF2",1.267,0.965
"FXR1",1.7081,1.706
"PDLIM5",0.8795,0.729
"ALG3",1.2923,1.2304
"AFTPH",1.1175,0.9542
"PPIG",1.3708,1.171
"DENND5A",1.0471,0.8541
"COPG2",1.3946,1.3162
"PDSS2",1.3218,1.117
"SUV39H1",1.8979,1.9326
"NXF1",1.4971,1.3755
"OSBP2",1.1828,1.0294
"RAB10",1.1651,1.1084
"SH3BP5",1.3547,1.3983
"TMEM116",0.7666,0.4733
"IL13RA1",0.4027,0.2135
"RBP7",0.8455,0.763
"MTMR3",1.1435,0.8643
"JAK2",0.5398,0.5865
"SEPHS2",1.3835,1.3449
"ATP6V1A",1.2309,1.0616
"MYL4",0.9748,0.8202
"MAT2A",0.5932,0.4236
"ACAD11",1.0222,0.7852
"KDM5B",1.3669,1.214
"NR1D1",0.3134,0.2686
"TRA2B",1.113,0.8498
"ZC3H12A",1.5484,1.6775
"RPS14",1.0018,0.7639
"RNF19B",0.8959,0.6223
"PARP10",1.6301,1.4312
"TRPM7",1.4825,1.4088
"GHITM",1.8095,1.8565
"CRYZL1",1.678,1.4437
"RNF130",0.9206,0.8954
"CPSF6",1.2987,1.2849
"TMEM50B",1.2503,1.0567
"GNG7",1.3848,1.3055
"STX7",1.0284,1.1124
"GSTK1",1.496,1.3557
"ACVR1B",1.3054,1.0365
"KIF1C",1.4008,1.3409
"TPRKB",1.3093,1.1012
"BZW1",1.8356,1.7071
"KIAA1683",1.0347,1.0626
"ARSG",1.094,0.9827
"CEP63",1.1437,0.8835
"PDRG1",1.9358,1.9141
"DPM1",1.4075,1.0772
"C19orf60",1.438,1.408
"CLSTN1",0.9138,1.1452
"CPNE5",1.5035,1.6023
"DEF6",1.7133,1.7833
"ARMC6",0.9182,0.7551
"FAM120AOS",1.6359,1.5845
"KCTD5",1.82,1.8899
"STX17",1.2122,1.1149
"WDR83",1.1182,1.364
"NUP93",1.7877,1.8533
"RPS19",0.7175,0.4458
"PWWP2B",1.6608,1.6101
"CHMP4A",1.3641,1.0904
"HEATR6",0.8899,1.0127
"TRIM38",1.5053,1.293
"HDHD3",1.9073,1.8833
"RFX5",1.0351,0.8256
"FBXO41",0.9647,0.7375
"AP1G1",1.1371,0.9389
"VCPIP1",1.0344,0.8012
"AMFR",1.7343,1.8076
"PACSIN2",0.854,0.5972
"SGK1",1.3652,1.3041
"PAF1",1.1828,1.224
"RBM10",0.8603,0.9232
"NDUFS5",1.3834,1.1092
"HEXB",1.6531,1.365
"CDAN1",1.9829,1.9566
"RBM47",0.6786,0.4158
"GLRX5",1.3086,1.4215
"SERINC3",1.1755,0.9795
"MRPS2",1.4196,1.3975
"HSD17B4",1.5449,1.4092
"PABPC1",1.0322,1.0507
"PRPS1",1.5492,1.6044
"OGT",0.9707,0.6816
"EIF2B2",1.4696,1.4442
"DUSP6",1.8422,1.992
"ANKRD10",1.4648,1.0982
"CUX1",1.014,0.8805
"MRPL21",1.2726,1.0299
"MRPL12",1.6295,1.4533
"POLE3",1.0615,0.8911
"CAMTA2",1.0167,0.8871
"FKBP8",0.8606,0.6895
"FYN",1.5953,1.3032
"LONP2",1.0441,0.9139
"ZNF831",0.5687,0.3551
"CBFB",1.0621,0.8174
"MRPL28",1.085,0.8874
"CEP57",1.2957,1.1969
"SLC39A7",1.4584,1.3653
"DNAJB6",1.302,1.1543
"SNRNP35",0.9468,0.9417
"ARHGAP26",0.7274,0.4161
"SNUPN",1.0007,0.7866
"ASNS",0.3497,0.1429
"C2orf76",1.4922,1.3819
"PHF12",1.6471,1.5326
"UTP3",1.2182,0.8634
"ZDHHC2",1.7747,1.7018
"KIAA0100",1.4158,1.3994
"RPTOR",1.0778,1.1182
"METTL7A",1.0702,1.103
"HNRNPAB",1.5119,1.4223
"BFAR",1.7131,1.4899
"SLC22A4",0.8139,0.6636
"VNN2",1.0362,0.9171
"CASK",1.0039,0.7516
"PEX1",1.2506,1.1575
"MAP3K2",1.0244,0.6416
"SNRNP200",0.9661,1.0944
"ERICH1",1.9108,1.6904
"HLA-DRA",1.4905,1.262
"P4HA1",1.598,1.7194
"HPS3",1.8293,1.5836
"VTI1A",1.1757,1.07
"MAP3K8",0.9098,0.6895
"ARAP1",0.839,0.4835
"LETMD1",1.2602,1.0777
"ZGPAT",1.6661,1.7202
"NMUR1",0.5258,0.5676
"TTC22",1.2609,1.1776
"ZNF646",0.8754,0.7805
"HCFC1R1",1.4777,1.4015
"RPSA",0.8831,0.7267
"MORF4L2",1.4936,1.3948
"TRNAU1AP",1.0046,0.8338
"RHOBTB2",1.1113,1.0747
"AK3",1.2584,0.9494
"PIGT",1.7886,1.5842
"CYP4V2",0.9276,0.7846
"ZNF331",0.6752,0.5408
"UBL7",0.8913,0.724
"SPN",1.823,1.7693
"ADI1",1.3608,1.2802
"CCDC65",1.1303,0.7511
"RHBDD1",1.0116,0.8131
"CISH",0.6811,0.6626
"UBL4A",0.9418,0.8127
"FXYD5",1.3761,1.2834
"GRAMD1B",1.251,1.0505
"PDE4B",1.4732,1.4047
"SNX1",1.2423,1.011
"RAPGEF6",0.7001,0.5364
"WNK1",1.3905,1.2072
"UBE2Q1",1.8195,1.8284
"DLGAP4",1.3885,1.413
"ACSL3",1.7863,1.8886
"ACBD3",1.5254,1.251
"NTHL1",1.5362,1.4756
"IL15",1.1687,0.9566
"IQGAP1",1.289,1.0099
"NUP88",0.9286,0.6828
"SNX18",1.0912,0.8621
"RASGRP4",0.6406,0.4873
"NEU1",1.0758,0.9279
"VPS26A",1.4485,1.3545
"EIF4ENIF1",1.4926,1.4969
"SART3",1.387,1.4602
"IRS2",0.696,0.4153
"KDELR1",1.4013,1.1585
"ZNF480",1.626,1.3142
"JMJD4",1.2212,1.0711
"HIST1H2BK",1.1166,0.9213
"MSI2",1.1046,0.9245
"CDKN2AIPNL",1.238,0.9773
"SSR1",1.1309,1.1861
"ADCK1",0.9941,0.8842
"PRF1",0.8146,0.6512
"UBL5",1.787,1.659
"FAM198B",0.9126,0.6901
"KLF7",0.9912,0.6856
"CRTAP",1.5598,1.414
"CXXC5",1.5188,1.6882
"MRPL36",1.7596,1.5494
"DCUN1D4",1.0852,0.8324
"MAD2L2",1.4057,1.3454
"TMEM219",1.4633,1.4149
"TATDN3",1.3372,1.4384
"MTMR14",1.7049,1.539
"LY86",1.3275,1.033
"PARK7",0.9185,0.8496
"CCND3",0.9776,0.774
"CLEC12A",1.3802,1.3238
"GPX4",1.7556,1.799
"ALAS2",1.2852,1.0995
"SETD2",1.3537,1.5578
"NFATC2",1.5103,1.6126
"RUFY1",1.3295,1.1016
"MIS12",0.9935,0.6951
"SLC35D1",1.5086,1.3531
"USP16",1.1762,0.9753
"AEBP1",1.4059,1.6082
"PDPK1",0.9652,0.676
"PPP3CA",1.2675,1.1576
"CCDC43",1.0797,0.8016
"AGAP2",1.1069,0.9681
"ANO10",1.1187,0.886
"ARPC1B",1.4199,1.2111
"KHNYN",1.5503,1.3465
"VPS33A",1.4269,1.2541
"FAM160A2",0.9957,0.7632
"FAR2",0.4666,0.2323
"BTBD10",1.3005,1.4034
"TBCC",1.7577,1.7756
"DNAJC21",0.9799,0.772
"IL27RA",0.5081,0.3892
"GALNT10",0.704,0.5771
"FAS",1.3029,1.3024
"PRKRA",1.0383,0.8166
"CDK5RAP1",1.0185,1.0024
"FECH",1.739,1.724
"CCNI",1.6446,1.3838
"SNAP23",0.7787,0.5859
"MARCH1",1.0779,0.9121
"NOTCH1",0.8756,0.6182
"PRPSAP1",1.6242,1.5426
"SNAP29",0.7783,0.608
"CARHSP1",0.7514,0.4445
"GMPR",1.4358,1.2544
"RNF24",0.565,0.3754
"MPV17L2",1.5987,1.4919
"FASN",1.7309,1.6746
"UGP2",1.5425,1.2413
"RFX2",0.8951,0.769
"TFEB",0.6947,0.399
"ZSCAN18",0.78,0.5941
"CEBPA",1.3535,1.1796
"RPGR",1.5786,1.6117
"ABHD6",1.5154,1.3497
"ATF7IP2",0.8931,0.6359
"ARHGDIA",1.1976,1.0981
"PYGO2",1.5124,1.3315
"ANKRD55",1.0415,0.9105
"MAP4K2",1.5429,1.486
"GNAQ",0.9836,0.7454
"UFM1",1.129,0.9709
"ILVBL",1.5412,1.4832
"BCAS2",1.1825,0.8373
"NPEPPS",0.9149,0.5734
"FAM129B",1.2926,1.1311
"RPS13",0.9812,0.6905
"PCMTD2",1.2983,1.0985
"ZNF14",0.9073,0.6143
"FBXO28",1.757,1.5523
"ABCD4",1.1175,0.8289
"ACP6",1.5045,1.7104
"DNAJC19",0.9837,0.657
"RNF2",1.4308,1.1317
"FAM134C",1.2534,1.0679
"OGFR",1.1841,0.9961
"ARHGEF10L",1.0642,1.3253
"MRPL35",0.4251,0.2489
"HNRNPR",0.8719,0.5607
"PITPNM1",1.058,0.9469
"ZNF589",1.6467,1.5467
"GATS",0.7856,0.5084
"HEBP1",1.2932,1.2809
"MACF1",1.6665,1.652
"MPHOSPH9",1.1939,1.1021
"NIT2",1.3349,1.2326
"C12orf49",1.8178,1.7685
"BTAF1",1.5233,1.2705
"U2AF2",1.7255,1.742
"HIRIP3",1.1436,1.1904
"PSD4",0.6638,0.4608
"FCRLA",0.9543,0.6928
"FNDC3B",0.7617,0.6167
"PRKCSH",1.1869,1.0799
"FPGS",1.5452,1.4589
"VCL",1.192,1.0425
"ABHD12",1.4603,1.5284
"CALHM2",1.4265,1.3406
"NAIF1",0.9943,0.9872
"ASB8",1.3193,1.2541
"NUCB1",1.5212,1.346
"PLEKHJ1",1.6839,1.7602
"FUS",0.8618,0.7751
"NBN",1.337,1.2996
"SIRT5",0.7926,0.5292
"UBAC1",1.7362,1.6236
"UBE2R2",0.8911,0.6409
"GALNT11",0.8588,0.7456
"SP2",1.0343,1.0347
"BCL2L13",1.7181,1.7325
"ASB1",1.5561,1.5252
"ZNF395",0.7368,0.7721
"TLR4",0.5838,0.3741
"FERMT3",1.1363,0.885
"ZNF592",1.2427,1.0168
"FBXO9",1.3818,1.5468
"NDST2",1.8641,1.8258
"YPEL2",0.7987,0.4662
"FKBP3",0.9386,0.5862
"SRA1",1.2953,1.2485
"CEP164",0.9268,0.7521
"APOL6",0.9219,0.7146
"SNCA",1.3937,1.5641
"VWA5A",1.0455,1.0974
"NDUFS8",1.76,1.6463
"FAM160B2",1.0666,1.1701
"MDM4",1.2269,1.3112
"BLCAP",1.0155,1.1353
"UBE2M",0.9361,0.8688
"MAP2K7",1.8544,1.7857
"RAB1A",0.8047,0.7555
"PPOX",1.3353,1.5516
"MED27",1.6474,1.6385
"LYPLA1",1.4012,1.4471
"HCG27",0.44,0.3455
"STXBP2",0.7534,0.5141
"CHMP1B",0.7489,0.7813
"MSL1",0.6304,0.4521
"ANGEL2",0.877,0.7269
"ADH5",1.0429,0.7769
"BCL2L11",1.0316,0.7245
"MAPKAPK2",0.4785,0.2892
"ARFGAP3",1.0787,1.1072
"STAT3",0.9488,0.6613
"IQCE",0.9898,0.8251
"MEF2D",1.0187,0.9073
"PVR",0.8505,0.5984
"ZNF791",1.2264,1.208
"GMIP",1.344,1.0994
"PTPN12",1.1445,1.1383
"P2RX4",1.2518,1.1837
"SHISA5",0.8182,0.5699
"ERCC1",1.798,1.8691
"TSC22D4",0.7297,0.5243
"LCMT1",0.8242,0.819
"SLC39A6",1.4419,1.4139
"DHDDS",1.7695,1.5554
"RPL13",0.6557,0.4911
"NDUFAB1",1.0426,0.8583
"CCDC146",1.839,1.8286
"CAPZA2",1.151,1.2927
"ASPRV1",0.698,0.5197
"ANXA6",1.4794,1.4536
"CCDC50",0.9694,0.7198
"FHL1",1.0721,0.9242
"HSCB",1.6345,1.5285
"C1orf174",1.4712,1.2576
"THTPA",1.7383,1.7007
"SLC3A2",1.6281,1.7949
"FBLN7",1.1536,1.106
"ODF2",1.5448,1.3238
"PPP6C",1.9323,1.7346
"MAN1C1",0.4157,0.3572
"TFRC",1.1142,0.9512
"TOR3A",0.9384,0.878
"ZNF644",1.0323,0.8031
"UBR5",1.7777,1.4775
"CAPN2",0.9314,0.7534
"FLYWCH1",1.3516,1.3075
"KLC4",1.303,1.1245
"CHMP2B",1.4839,1.5366
"POLDIP2",1.8086,1.8454
"TM6SF1",0.5864,0.3941
"SDF2",0.9305,1.0017
"SLC25A38",1.8307,1.8006
"AHCYL2",1.2431,1.3816
"PSME4",1.4191,1.55
"COX17",1.5063,1.2944
"GSTZ1",1.3585,1.2175
"TRIM21",0.6706,0.5141
"SBNO1",1.5159,1.8461
"PANX2",1.3415,1.2641
"FBXL19",0.9689,0.8325
"PRPF18",1.711,1.4592
"DIP2B",0.6966,0.4987
"SGMS1",1.7356,1.552
"PPP2R5E",0.814,0.544
"SMC4",1.8142,1.9158
"ATG4B",1.1754,1.1128
"PIAS4",1.3387,1.2662
"IREB2",1.5044,1.3616
"CAD",0.8637,1.0705
"HIBADH",1.4781,1.274
"MRPL52",0.9625,0.8747
"IPO8",1.5761,1.2331
"EXOC6",0.6371,0.6385
"SRXN1",1.0006,0.7654
"TMEM106B",1.4147,1.1193
"PDHX",0.6895,0.6256
"STRADA",1.3947,1.2327
"RNF122",1.3605,1.4521
"RNF213",1.4458,1.1675
"ARPC5",1.5396,1.3698
"TMCO4",0.9031,0.8496
"EXT2",0.7207,0.7147
"AKNA",1.1743,0.959
"GRAMD4",1.5851,1.5459
"WDR55",1.4872,1.3188
"CATSPER1",1.8531,1.8521
"POLR3C",1.3967,1.1411
"DNTTIP1",0.7163,0.5507
"APH1B",0.6234,0.4044
"C19orf70",1.3259,1.0771
"RRM1",0.6847,0.4612
"KDM5A",1.3684,1.2806
"LIN37",0.4609,0.3461
"ANAPC13",0.949,1.1612
"IL1RN",0.8125,0.7193
"SBK1",1.1128,0.9285
"HLA-A",1.2465,1.0753
"SLC7A7",0.9408,0.8777
"FLNB",0.882,1.1466
"ECE1",0.8438,0.4991
"TRAF3IP2",1.5186,1.4717
"CLEC7A",0.6401,0.4669
"FAM177A1",1.2761,1.306
"CIR1",1.2887,1.2704
"PTDSS2",1.0923,1.0616
"ASPH",1.8447,1.5184
"BAZ2A",1.7815,1.6872
"SEPT6",0.7479,0.6547
"TCEAL1",1.5045,1.4257
"ERCC5",0.7582,0.5874
