"gene_names","var_zt","var_ict"
"ANKRD17",1.3924,1.6907
"ZFX",1.5521,1.6076
"CMAS",1.3579,1.154
"CCDC142",1.5458,1.2977
"MRPL20",0.8252,0.6758
"FGGY",1.6838,1.5496
"HLA-DOB",0.6863,0.5622
"SWAP70",0.7862,0.7323
"CACYBP",1.2181,1.1515
"PTMS",0.9728,0.9293
"HSD17B8",0.7257,0.57
"TMEM86B",0.9312,0.7208
"DOCK11",1.4674,1.5657
"TMBIM6",1.1066,0.9166
"KIAA1143",1.3059,1.097
"TMEM161A",1.6088,1.5729
"KSR1",1.292,1.1127
"RAB31",0.8669,0.5884
"FAAH",1.3011,1.1152
"CREBBP",1.1951,1.0193
"PITPNC1",1.2,0.9578
"ATP11A",0.9172,0.6465
"DCTN4",1.4319,1.3689
"SLC43A1",1.4622,1.2562
"SCAF1",1.1488,1.0334
"CDK9",1.9451,1.8168
"USP12",1.4597,1.5903
"WDR45",1.0572,0.9188
"SESTD1",1.5397,1.5017
"TDP1",0.7724,0.5429
"DHPS",1.4658,1.5296
"ASTE1",1.1894,1.0939
"TMUB1",1.1728,0.9927
"ABHD14B",1.517,1.3236
"PTK2B",1.2159,1.0944
"TMEM87A",1.1542,1.1051
"NDUFAF4",1.0095,0.8223
"BACH1",1.0214,1.0031
"IGSF8",1.8781,1.6702
"ENTPD6",1.7207,1.6094
"FKBP15",1.1723,0.9784
"TM2D1",0.9215,0.7522
"TMEM176B",1.8714,1.8564
"HCLS1",1.3747,1.1654
"MPHOSPH10",0.888,0.5937
"DNMT1",0.933,1.0277
"DOCK2",1.3289,1.0701
"PRMT6",1.338,1.1229
"DAPP1",1.4084,1.3302
"ZNF721",0.9541,0.7783
"TMEM50A",0.8468,0.7181
"CYBA",0.4617,0.2666
"SH2D1A",1.2175,0.9288
"TMEM110",1.1748,0.9654
"HEXIM1",0.8739,0.8216
"TSPAN5",1.3513,1.3902
"IRF2",0.5985,0.4602
"FOXO4",0.9289,0.6887
"TXN2",1.4191,1.3423
"RPL4",0.8109,0.6171
"RCHY1",1.6123,1.4113
"FAF2",1.5368,1.3857
"TBCD",1.4597,1.4785
"LARP4B",1.3104,1.3639
"MBD5",1.7486,1.4321
"CGRRF1",1.3336,1.0824
"ARCN1",1.7333,1.5025
"SRPK2",0.6036,0.4555
"CEPT1",1.792,1.7422
"CCR1",1.0481,0.814
"NAPA",1.0471,0.8685
"CLCN3",1.741,1.8141
"RAB18",1.2027,1.1205
"RCBTB1",1.193,1.2132
"MAP3K3",0.4028,0.216
"CISD1",1.2865,1.045
"MYO9B",0.7658,0.4836
"CIC",1.4831,1.157
"TRIM25",0.7907,0.5128
"CYB5B",1.8081,1.7809
"RC3H1",1.1458,1.0896
"CITED2",1.8247,1.9841
"ZCCHC10",1.3449,1.1054
"KCTD18",1.6061,1.5861
"ARID2",1.1297,1.1108
"ABT1",1.4496,1.1621
"PRCP",1.3141,1.5114
"PDS5B",1.4154,1.2826
"C20orf24",0.8768,0.7338
"GOT1",1.2345,1.1995
"TIRAP",1.4157,1.2634
"ZDHHC17",1.3903,1.2807
"CLPTM1L",1.2152,1.215
"STARD3",1.1997,1.0099
"YY1",1.3691,1.5257
"KREMEN1",0.8433,0.5964
"AASDHPPT",1.0787,0.7705
"LILRA2",0.9046,0.6681
"GIMAP7",0.8664,0.6285
"SLCO3A1",0.9784,0.8254
"MBNL1",1.6909,1.6794
"HHEX",1.0349,1.1739
"CCDC77",1.2057,0.9651
"COLQ",1.8639,1.7538
"NR1H3",0.9495,1.081
"ZNF512",1.4229,1.235
"MARCH9",1.5428,1.4147
"PRMT2",1.3513,1.2704
"PEX19",1.7164,1.5315
"CYP27A1",0.8861,0.6555
"C6orf106",1.658,1.6418
"MGAT4A",1.2132,1.0008
"RNFT1",1.6408,1.5769
"ENO1",1.4792,1.6167
"SMAD3",0.9335,0.6397
"GSPT1",1.4994,1.411
"RAB8A",1.186,0.9669
"MPST",0.9611,0.7905
"PPP2R3C",1.2933,1.4652
"FAM76A",1.0466,0.8242
"ZCCHC3",1.7095,1.6771
"MAX",0.6714,0.5277
"TBC1D25",1.863,1.6533
"ACTR3",1.5267,1.4355
"NT5E",0.6651,0.5064
"USP34",0.9368,1.1228
"SLC36A1",0.9419,0.8612
"SSH3",0.3919,0.222
"PTTG1IP",1.2236,0.9689
"DENND4B",1.8853,1.5683
"TOLLIP",0.7939,0.4985
"C19orf47",1.6698,1.7533
"ZBTB1",1.4217,1.1578
"CHST11",0.6126,0.4193
"THBS3",1.5333,1.3361
"RTP4",1.4532,1.19
"CA1",1.1481,1.0307
"YWHAZ",1.3457,1.2377
"RABGAP1",1.535,1.7504
"NAMPT",0.8112,0.5902
"TMBIM1",1.1397,0.9111
"LONRF1",1.873,1.8744
"TBC1D9",0.6823,0.5526
"UQCRC2",1.0732,0.791
"PCM1",0.4573,0.3033
"GPBAR1",1.0022,0.9034
"ZNF525",1.4587,1.2491
"COG6",0.5685,0.438
"WBP11",1.3186,1.3283
"TIMM17B",1.5214,1.3007
"DNAJA3",1.0267,0.8856
"ALDOA",0.9394,0.6979
"FBXO38",1.8081,1.6143
"GAB3",1.0942,1.0177
"NAP1L1",1.375,1.1333
"SLC38A1",0.7428,0.5314
"GIT2",1.2379,1.1198
"TRAK1",1.4009,1.32
"CYLD",1.4281,1.3957
"PSMD11",1.2582,1.193
"GANAB",1.7565,1.7858
"OGFOD2",1.8675,1.7671
"DRAM1",0.711,0.6498
"PEA15",1.6794,1.372
"POLR3GL",1.3389,1.0237
"RBM14",0.9214,0.9674
"EEF2",1.1087,1.2165
"FRAT2",0.9002,0.7226
"B3GAT3",1.7529,1.7373
"EEF2K",1.3879,1.3283
"PSMC3",1.6863,1.5162
"MX2",0.7373,0.5543
"UFSP2",1.0975,0.8355
"FGD3",0.8333,0.5399
"CHD4",1.2925,1.4941
"CSGALNACT2",1.1761,1.0011
"SERP1",1.1158,1.0018
"DCP1A",0.7674,0.6906
"PAFAH1B1",1.4415,1.2399
"AHNAK",1.0032,1.1805
"KDM5C",1.5472,1.5616
"FARSB",0.8678,0.7152
"VBP1",1.6536,1.4605
"C22orf29",1.4218,1.3815
"CHID1",1.5542,1.6715
"AP2A2",1.6779,1.5673
"DNAJC10",0.6022,0.3622
"EFEMP2",1.4001,1.2538
"CCDC94",1.3659,1.5652
"SF3B4",1.1415,1.2603
"FEN1",1.4185,1.3511
"BRD8",1.2897,1.0978
"HEXIM2",1.0933,1.0117
"SYVN1",1.9648,1.8687
"DGKZ",1.1248,0.8611
"OSBPL10",0.522,0.386
"PDCD2L",0.9464,0.8174
"SLC25A29",1.4701,1.3125
"RPS7",1.2515,0.9952
"PGM2",1.4533,1.4164
"NOP10",0.9771,0.9417
"NECAB2",0.5273,0.3783
"FKBP4",1.0242,0.7105
"GLB1",1.5868,1.6051
"NAA20",1.207,0.8184
"LY9",1.0819,0.9978
"ZC3H10",1.44,1.5047
"CHSY1",0.7922,0.6302
"RNF13",0.7719,0.6646
"KLHL24",1.7728,1.5545
"NELL2",0.3676,0.1942
"MORF4L1",1.7818,1.6894
"PKN2",0.8865,0.8091
"EXOC8",1.7309,1.5982
"CIAPIN1",1.0796,1.168
"PSMB3",0.9782,0.9424
"EIF4E",1.6016,1.3408
"MAPK9",1.3975,1.5461
"PNO1",1.1201,1.0619
"SURF6",1.1627,1.2721
"FBXO8",1.0955,1.0431
"GPR132",1.2274,1.0459
"NUMB",0.7676,0.5903
"NLRX1",1.0452,0.9332
"PTBP1",1.4073,1.2609
"ERAL1",1.2147,1.0524
"FADS3",1.3239,1.4698
"ARFIP2",1.4007,1.3594
"TIMM10",1.889,1.6588
"PRKACA",0.8244,0.5122
"SEC63",0.5392,0.3413
"CTNNA1",1.7013,1.3981
"CD300LB",0.7939,0.5961
"NUP43",1.0168,1.011
"CLTB",1.4425,1.2189
"DHRS9",0.5282,0.421
"VCAN",1.3227,1.0931
"CWC15",0.9809,0.6888
"UBE2N",1.2391,0.9222
"HMBOX1",1.4037,1.3623
"KDM3B",1.4294,1.3725
"MOV10",1.0529,1.1391
"HELZ",1.2733,1.2179
"CHMP5",1.4234,1.6035
"DGCR8",1.463,1.4637
"CTR9",1.2284,1.099
"VPS26B",0.894,0.7942
"SLTM",1.3232,1.0889
"AGAP3",1.5414,1.6201
"UBA6",1.7727,1.7687
"HOMEZ",1.0314,1.0074
"NPTN",0.6197,0.4284
"VIPR1",1.9475,1.8969
"UBAP2L",1.9264,1.6927
"COX18",0.8677,0.7214
"TROVE2",1.4701,1.3261
"RPS18",1.2323,0.9313
"SCAMP2",1.6339,1.5576
"XRN1",1.5967,1.5891
"SP1",0.846,0.5284
"NPM1",0.9274,0.6561
"LRRC8A",1.6834,1.6227
"TET2",1.0998,0.9211
"TGIF1",1.3583,1.1266
"CD82",0.7532,0.5972
"TSPAN33",1.5538,1.3415
"PJA2",0.9745,0.9742
"PSKH1",1.5994,1.62
"BCAS4",0.5912,0.4845
"GPX7",1.0081,0.8048
"CCT4",0.4941,0.4074
"C12orf73",1.2434,0.945
"SAP130",1.4297,1.2705
"RP2",0.9226,0.7818
"LIX1L",1.7163,1.7898
"DGAT2",0.7576,0.5519
"DAZAP2",1.7407,1.6521
"ARID1A",1.9212,1.7158
"ZNF302",0.7588,0.487
"CNNM4",1.2821,1.2256
"SSRP1",0.4227,0.3585
"MRPL32",0.837,0.6019
"MRPL43",0.8728,0.8227
"CBR3",0.8147,0.7205
"ZNF296",1.7439,1.716
"GNG11",1.2343,1.212
"OAT",1.5699,1.5883
"CCDC149",0.7473,0.6676
"FGFBP2",0.7859,0.7682
"UBE2I",1.3011,1.1151
"IER3",0.5736,0.4445
"ITM2B",1.2304,1.2878
"UBE2D1",0.7896,0.6489
"ADARB1",1.2867,1.1962
"MAD2L1BP",1.5742,1.5624
"FAM69A",0.9741,0.8454
"TMEM41A",1.0295,0.8519
"DAD1",1.613,1.2882
"IQGAP2",1.6666,1.7678
"TKTL1",1.3099,1.3349
"ZNF559",1.0414,0.8421
"ANXA5",1.6496,1.5042
"FAM127B",1.0581,0.9642
"SH2B3",1.0658,0.8414
"NUP35",0.7793,0.6446
"HNRNPA0",1.0732,1.1019
"SPEN",1.093,1.0099
"KLHL12",1.2333,1.2118
"TCEAL8",1.0389,0.7918
"ZNF224",1.8977,1.8562
"NDUFS7",0.9203,0.7657
"ISOC1",1.2822,1.0938
"UIMC1",1.3832,1.3594
"C12orf57",0.9267,0.7486
"SGK3",0.7091,0.4801
"TSEN15",0.871,0.5368
"INTS5",1.4182,1.6657
"IL4R",0.8585,0.7771
"CLTC",1.374,1.6106
"PGAM5",1.8892,1.9954
"PRR5",1.1474,1.0092
"STAU2",1.1879,1.3956
"TGM3",0.8052,0.6195
"TSC22D1",1.3737,1.2314
"ZNF641",0.8411,0.9227
"UBE2G1",1.033,1.0302
"IL1RAP",0.4782,0.2972
"ACP2",1.2833,1.3458
"KIAA0141",1.3305,1.3561
"GEMIN8",0.8857,0.8277
"VNN1",0.4949,0.3789
"SERPING1",0.7888,0.4804
"MRPS36",1.2031,1.1744
"CABIN1",1.7277,1.8289
"HPRT1",0.9279,0.6373
"GOLGB1",1.6925,1.6383
"WIPF2",0.9723,0.8247
"GFI1",1.5263,1.5189
"TMEM126B",1.2732,1.0678
"RHOG",0.6576,0.4196
"TCP11L2",1.3247,1.0648
"ACSS1",1.251,1.2438
"ZC3H4",1.4553,1.4343
"GPR27",1.2821,0.9757
"RSL24D1",1.4162,1.1756
"TRAF3IP3",0.5036,0.3697
"RASA1",1.6422,1.4606
"ZNF419",0.9018,0.7453
"APH1A",1.3617,1.1813
"TRIM33",1.7266,1.8162
"NFATC1",0.5704,0.6911
"KMO",1.2217,1.0288
"KDELR2",1.8028,1.7845
"SEC24D",0.844,0.6535
"KCTD17",1.2699,1.1363
"DUT",0.9742,0.748
"WDR13",0.9111,0.485
"ST8SIA4",0.7787,0.7522
"RANBP2",0.5166,0.3628
"TCOF1",1.7184,1.458
"KLHL9",1.4631,1.1728
"PLEC",1.6845,1.5781
"MYC",0.6836,0.3711
"CTNND1",1.0265,1.1889
"MBNL3",1.338,1.5227
"NFKBIE",1.2182,1.0465
"PADI2",0.6315,0.4151
"FLCN",0.5204,0.3915
"SLFN5",0.9361,0.8059
"SPG7",1.1862,1.2975
"NOD2",1.5662,1.5692
"CDC27",1.7303,1.7412
"GFI1B",0.7463,0.446
"PLEKHA1",0.7499,0.5962
"GIMAP6",1.4465,1.252
"SEC31A",1.1954,1.1895
"NKAP",1.485,1.3632
"TMEM131",1.6855,1.5316
"TBC1D17",0.9148,0.6877
"TIGD3",0.6329,0.3948
"PDE6B",0.6446,0.3639
"ERGIC3",1.5136,1.3864
"PDCD4",1.1607,1.1328
"MEPCE",1.5653,1.3274
"RBMS1",1.2666,1.0053
"UMPS",0.9069,0.7576
"SYK",1.2638,1.096
"LRRN3",0.4648,0.2973
"ATXN7",0.9416,0.7786
"MRPS15",1.8975,1.6749
"DNMT3A",1.2154,1.0872
"TAF1",1.3312,1.2901
"LARS",0.3873,0.3093
"UBE2W",0.9519,0.9138
"PFN1",0.6985,0.7197
"SIPA1L2",0.6761,0.5058
"CRTC3",0.786,0.9278
"LPCAT2",0.6056,0.4931
"BSG",0.861,0.7254
"NKTR",0.7214,0.6503
"CAMK1",1.1509,1.1605
"PRKX",1.0242,0.8939
"MTRF1L",1.5882,1.6665
"PICALM",0.8412,0.5714
"TLN1",0.8685,0.6944
"GDAP2",1.3651,1.3354
"C2orf42",1.3083,1.0647
"LSM14A",0.8851,0.6767
"BDH2",0.8218,0.6555
"PEBP1",0.4573,0.3327
"TUBA8",1.0766,1.0081
"CTAGE5",1.2415,1.2318
"ATF7IP",1.6682,1.5517
"ZNF276",1.1065,0.9212
"RHBDD2",0.7642,0.5598
"NDEL1",0.8004,0.5335
"PFDN6",1.5071,1.4524
"ZBTB38",1.2273,1.036
"PDE3B",1.8638,1.6945
"SNRK",1.3164,1.3205
"NARF",0.7577,0.5252
"RAB5B",0.6698,0.4845
"SLMAP",1.0798,0.9758
"TSC2",1.204,0.8942
"CCAR1",1.3905,1.0497
"TCFL5",1.8049,1.5563
"BEX2",0.7184,0.4747
"DNM2",1.1879,0.8558
"PQBP1",1.6661,1.7717
"MRPL37",1.4943,1.4088
"SNRPD3",0.9874,0.7469
"NBAS",1.31,1.4362
"TLR2",0.906,0.7354
"NEIL2",1.4057,1.4287
"HERC3",1.6153,1.6357
"SBF2",1.34,1.1272
"RABEP1",1.6642,1.4885
"UBXN6",1.3146,1.0586
"SAP30BP",1.0753,1.0443
"PVRIG",1.3214,1.0912
"ZKSCAN1",1.5614,1.544
"CHERP",1.2677,1.2451
"RECQL5",1.2059,1.2168
"SKI",1.5865,1.2967
"MFSD1",1.1389,1.0816
"DOK2",1.305,1.3416
"ACOT13",1.7495,1.4792
"ELK3",1.626,1.3181
"SNRPA",1.2617,1.0962
"USP40",1.0421,0.8836
"NPAT",0.789,0.5565
"DIRC2",0.8496,0.6715
"ROPN1L",0.8398,0.6471
"STK38",1.8429,1.8282
"ARL6IP6",1.8146,1.5989
"TSFM",0.5186,0.2778
"FAM189B",1.2803,1.1557
"YAF2",1.7809,1.5753
"ANKHD1-EIF4EBP3",1.3022,1.1333
"RBM23",0.7788,0.6461
"TNFSF14",0.6083,0.4247
"GNL3L",1.9704,1.9268
"NAGA",1.6091,1.661
"BTN3A1",1.3247,1.2618
"ING5",0.9564,0.987
"MRPL3",1.0332,0.8218
"BCAP31",1.4053,1.3315
"CROCC",1.7405,1.8917
"MAT2B",1.5432,1.335
"AHCYL1",1.8417,1.5277
"SLC38A9",1.3642,1.1974
"MFNG",1.5993,1.5618
"TREM1",0.5028,0.3137
"EP300",1.8072,1.582
"HRAS",1.5802,1.489
"PDIA5",1.1396,0.9979
"TTL",1.881,1.5857
"COMTD1",1.4972,1.5181
"SLC11A1",0.6883,0.4663
"KLF10",1.2471,1.0756
"MAGED2",1.1464,1.2116
"PPP2R1A",1.1177,1.0676
"HSBP1",1.3958,1.4551
"GTPBP1",1.2211,0.9969
"SCO2",1.1759,0.915
"DCP2",0.6988,0.5545
"NCBP2",0.9778,0.6475
"C5orf56",1.1499,1.0921
"CCDC85B",1.2618,1.1692
"JMJD8",1.6704,1.6562
"KLHDC10",1.7541,1.5511
"LLGL2",0.7859,0.7583
"NISCH",1.6696,1.7876
"GOSR1",1.1368,1.0509
"ZCCHC2",0.991,0.7923
"FOXP1",0.3504,0.2849
"AK5",0.6341,0.4539
"CBX1",1.0738,1.2442
"SLC25A37",0.8205,0.5068
"BLVRB",1.159,1.008
"TNIK",0.7182,0.5951
"CDA",0.5427,0.3661
"FNTB",1.2366,0.8325
"COQ10B",1.6952,1.5383
"KDM6A",1.7856,1.6623
"CTCF",1.7318,1.7586
"CORO2A",1.4089,1.2736
"EPHB6",1.1565,1.223
"DCP1B",0.7175,0.5398
"FBXW2",1.4948,1.2666
"TNFRSF17",1.3511,1.1706
"PDK1",0.4414,0.3729
"THAP1",1.4486,1.1125
"RPLP2",0.9737,0.7655
"BPTF",1.3769,1.4301
"ZNF770",1.5146,1.4347
"TRMU",1.6056,1.5472
"ABCF3",1.6846,1.7996
"FAM104A",1.0718,0.9038
"ZNF775",1.0194,0.8271
"DDX23",1.6589,1.6395
"KHSRP",1.7912,1.7374
"PTPN1",1.3726,1.2573
"RABIF",0.5112,0.4359
"MED19",0.7546,0.6609
"CDC26",1.8817,1.7822
"LRRC59",1.5685,1.4005
"ARL16",1.6249,1.5771
"ORAOV1",1.1364,1.0702
"MAPKAPK5",1.2609,0.9623
"IFNGR2",0.8573,0.6644
"PPM1B",1.4966,1.3591
"HYLS1",1.9146,1.7968
"ZBTB49",1.6384,1.852
"CLASP1",1.6574,1.445
"PLA2G6",1.0756,0.9893
"ATP13A3",1.0468,1.1516
"HDAC8",1.3184,1.237
"FAM13B",1.8411,1.9269
"TRAT1",0.624,0.3984
"RPL36AL",1.2866,1.077
"TUBA4A",1.0897,0.8332
"ZNF549",0.905,0.755
"RERE",0.8119,0.6179
"PPARD",1.3451,1.379
"EIF3G",1.9299,1.9497
"PPP1R3B",0.862,0.6968
"TSN",1.2995,0.9222
"IDO1",0.7484,0.6996
"CAPN1",1.7566,1.7009
"TAF12",1.5041,1.7543
"RPGRIP1",1.024,0.98
"S100A12",1.4169,1.3423
"TRIM32",0.8888,0.6731
"ERCC2",1.1947,1.0444
"CSF2RA",0.8801,0.5892
"IP6K2",1.5915,1.5006
"PAFAH1B2",1.3931,1.0713
"MRPS27",1.0428,0.8088
"EVI2A",1.7196,1.6731
"CRYZ",1.6338,1.4616
"RIC8A",1.6239,1.6628
"RNF170",1.0691,0.8707
"SNX3",1.4317,1.6335
"FAM105A",1.5353,1.3379
"GNB5",1.0977,1.0913
"EIF2AK2",1.2627,1.0694
"ARHGEF18",0.9616,1.0164
"ATG16L1",1.2581,1.3749
"ABLIM1",0.3406,0.2271
"RILP",0.7849,0.6429
"RAB28",1.454,1.479
"RPL22L1",1.3565,1.1309
"RPS19BP1",1.8188,1.7421
"PPIF",1.467,1.3858
"CLNS1A",0.9307,0.6916
"RNF8",1.5338,1.369
"KIAA1468",1.3076,1.2115
"FAM49A",0.5334,0.3792
"GGA3",1.2761,1.1556
"MRPS28",1.2046,0.9566
"STIM2",1.2652,1.2015
"TNNI2",1.0691,0.9418
"ZSWIM6",1.2297,1.168
"EID1",0.8848,0.6967
"CKS2",1.8735,1.8615
"ZBED5",1.1002,0.8202
"C1orf35",0.6622,0.5549
"CEBPB",0.5496,0.3561
"MACROD1",1.6218,1.6782
"SLC9A6",0.9872,0.8977
"ALG9",1.0472,0.8487
"WARS",0.7708,0.6328
"WWP1",0.6622,0.4764
"GRAMD1A",0.8344,0.5615
"HTATIP2",1.2575,1.2951
"RAB3D",0.7749,0.5859
"ZZZ3",1.0769,0.9189
"FOSL2",0.4722,0.2792
"STX2",0.9309,0.7935
"COQ10A",1.2995,1.1159
"GLRX",1.3751,1.3136
"NOB1",1.1149,1.0796
"PYROXD2",1.8752,1.7607
"RALGAPA1",1.3584,1.16
"GOLGA5",1.6185,1.6145
"YTHDF1",1.1491,1.0806
"PIK3C3",1.8036,1.6862
"ATP6V0B",0.6419,0.5444
"BUB3",0.8792,0.7264
"U2AF1L4",1.365,1.1399
"BET1L",1.7158,1.7696
"HNRNPH1",0.538,0.4008
"UBR7",1.091,0.8256
"PGLYRP1",0.4893,0.3543
"CDKN1B",1.3702,1.4598
"CHCHD5",1.6849,1.7032
"ATP5O",1.3006,1.002
"CSNK2A2",1.4056,1.3999
"METAP2",1.0165,0.7771
"SMPD1",1.7659,1.8417
"PPP3CB",1.2406,1.0833
"EIF4A3",1.3408,1.275
"CMTM5",0.769,0.6048
"OXCT1",0.8733,0.6279
"NFKBIB",0.924,0.7673
"LSM4",1.4348,1.3378
"SLC48A1",1.4396,1.2649
"EIF1B",1.5701,1.569
"KTN1",0.9355,0.6835
"YLPM1",0.8506,1.0247
"COG7",1.4631,1.5604
"RPL6",1.2514,1.0066
"SPIN3",0.9611,0.8438
"TMOD3",1.0539,0.8132
"NOLC1",0.3875,0.4585
"OCIAD1",1.118,0.7473
"CASP8",0.9711,0.7997
"RFFL",0.7885,0.6365
"ZFYVE1",1.007,0.7641
"GTPBP6",1.4767,1.5286
"ZNF687",1.3175,1.3714
"SGSM2",1.4529,1.4576
"ARL6IP4",1.6089,1.475
"ARSD",1.325,1.2118
"ANKLE2",1.4445,1.5566
"GZMA",1.8437,1.847
"ARID3A",0.7521,0.5011
"ZFYVE16",0.6285,0.3563
"STX4",1.5163,1.5002
"MMP25",0.7605,0.5136
"RER1",1.6534,1.5624
"USE1",1.0805,0.9292
"IL18R1",0.706,0.4759
"XPNPEP1",1.2095,1.1606
"ATP1B3",1.075,1.0022
"EARS2",0.929,0.7834
"ERCC6",1.4875,1.715
"CAMSAP1",1.1852,1.0587
"TNFRSF10A",0.8367,0.6619
"SETD5",1.9289,1.7205
"FPR2",0.7649,0.5475
"DCAF11",0.839,0.6641
"BUD31",1.29,1.136
"IRF2BP2",0.7471,0.5482
"NEK3",0.7517,0.516
"PCGF1",1.166,1.1528
"MOGS",1.1569,0.9246
"ARHGEF11",0.8595,0.6945
"SAFB",1.5467,1.691
"LAMP2",0.9985,0.8589
"CASP5",0.7688,0.8139
"ABHD4",0.5279,0.2873
"CDK2AP1",1.1838,1.159
"PIGV",1.5409,1.413
"GAS7",0.8224,0.5726
"CNOT6",1.6055,1.5342
"SPIN1",1.2292,1.0878
"RCOR1",0.8806,0.7595
"HSPB11",1.3702,1.1454
"ATXN2L",1.0182,0.9387
"LRRC6",1.0974,1.1866
"DNAJC4",0.6988,0.6233
"MIER1",1.8153,1.7186
"CUL4B",1.6984,1.7415
"NLE1",0.8394,0.7927
"TGDS",1.0629,0.7044
"TRAF3",1.0484,0.884
"PIGK",1.156,0.899
"SPOPL",0.752,0.6488
"ZEB2",0.9643,0.7498
"RPS28",0.5401,0.3151
"HNRNPA1",0.8005,0.5202
"IGF2R",0.8126,0.5818
"MRPL44",0.91,1.0009
"CD52",1.0435,0.8136
"TBC1D22A",1.5719,1.6471
"ZNF586",0.8233,0.5796
"RPIA",1.3743,1.2298
"SLC22A17",0.9194,0.7972
"EPN1",1.1974,0.9892
"C5orf51",1.2954,1.266
"FBXO6",1.1109,0.9937
"GPA33",1.1911,1.1244
"ZFC3H1",1.153,0.9211
"REEP4",1.1069,0.8414
"C4orf48",1.3862,1.3028
"SH2D3A",0.6565,0.7059
"SRPK1",1.3761,1.304
"SAMSN1",1.1912,1.2057
"CCDC86",1.8389,1.7322
"TACC1",1.0761,0.7368
"KCTD13",1.113,1.06
"NIT1",1.19,1.0245
"SLC25A44",1.0454,0.958
"UBP1",0.8698,0.579
"TTC5",0.8479,0.708
"TBCB",1.3197,1.2296
"INTS8",1.4924,1.4449
"OSM",0.7969,0.7312
"ZMIZ1",1.3071,1.1762
"RPL38",0.7512,0.5204
"CEACAM3",0.5617,0.3577
"PPP1CC",1.34,1.1554
"TAF6",1.2229,1.0231
"HERPUD1",1.9464,1.9339
"COMMD10",1.0757,0.822
"CYB5R3",1.1034,0.9076
"NPM3",1.1824,1.0027
"EXOC7",1.3908,1.5473
"NLRP3",1.6096,1.6688
"TBKBP1",1.0436,0.9551
"TMEM70",1.628,1.5846
"CD55",0.9392,0.7615
"COPS6",1.0216,1.0284
"GTF2E2",1.4478,1.2502
"COMMD5",1.4485,1.5678
"SF3B3",0.5241,0.5962
"ATG16L2",0.7837,0.5631
"AHSA1",0.9357,1.0208
"SAFB2",1.4079,1.399
"ZBTB44",1.485,1.4692
"TRMT12",1.3438,1.2873
"PMPCB",0.9,0.6162
"VAV2",0.8018,0.698
"C3orf62",0.6554,0.4791
"RIOK1",0.7594,0.7133
"RUVBL2",1.9125,1.752
"VCP",1.7817,1.8937
"CAMTA1",0.8699,0.5218
"BCLAF1",0.8125,0.5308
"MAZ",1.4381,1.2777
"ABI2",1.0684,0.77
"DCAF8",1.5984,1.5583
"SEC62",0.9089,0.7919
"PECAM1",0.9242,0.703
"RARS2",1.2529,1.0707
"EIF4A2",0.9092,0.7252
"SH2D2A",0.8682,0.7926
"TMF1",1.4262,1.3153
"RAB2B",1.4236,1.3038
"SAMD4B",0.9417,0.7481
"UBA5",0.8227,0.5306
"PEX3",0.9868,0.7953
"GPR68",1.1753,0.9843
"TTF1",1.981,1.7773
"EDEM3",1.954,1.8547
"FAH",1.3367,1.1638
"AP3D1",1.4106,1.6763
"FPGT",1.5038,1.2494
"NAALADL1",1.8131,1.7476
"RBBP6",1.078,0.9575
"ARMCX3",1.3486,1.1526
"NDST1",0.5897,0.3928
"RSL1D1",0.6505,0.4532
"PLAGL2",1.323,1.2986
"KCNJ15",0.6664,0.4487
"GPCPD1",1.4752,1.4192
"CPT2",1.7779,1.7548
"MPZL2",0.8623,0.6268
"GNAI3",1.6923,1.6972
"NPLOC4",1.6176,1.6169
"GP9",1.0389,0.7816
"ARPC1A",1.3351,1.2908
"ZNF212",1.1702,1.1227
"UQCRC1",1.4446,1.3577
"TYSND1",1.7668,1.7138
"KCNJ2",0.9194,0.7528
"LRBA",1.2997,1.2817
"MBTPS1",0.932,0.7362
"LRRC42",1.2349,1.2226
"PFAS",0.705,0.7514
"PSMC2",1.3702,1.0881
"CMKLR1",0.9425,0.7932
"BAG3",0.4105,0.3205
"EXOC3",1.2894,1.1756
"PLAC8",0.9543,0.705
"PARD6A",0.9636,0.9554
"GMPPA",1.1981,1.0392
"GLTP",1.3587,1.1884
"FBLN5",0.5598,0.3678
"DNAJC5",1.2431,1.1837
"NEK7",0.811,0.6576
"ATG4A",1.6174,1.5308
"KLF4",1.379,1.395
"BCAT2",1.3687,1.4868
"TXNL4A",1.2727,1.0906
"APTX",1.498,1.4885
"TBC1D22B",0.94,0.679
"IFI44",1.6034,1.5967
"SMG6",1.2279,1.0856
"PCYT1A",0.9122,0.6684
"GON4L",0.7922,0.689
"P2RX1",0.476,0.2765
"GAK",1.2761,0.9469
"BANF1",1.3268,1.5079
"NDUFA10",1.4824,1.5235
"DAP",0.9218,0.6051
"TMLHE",0.4203,0.2986
"NAIP",1.1114,1.0299
"PRKAR2A",1.5171,1.3815
"MBP",0.7989,0.5538
"LAP3",1.3941,1.1831
"COMMD9",1.5909,1.4234
"S100A9",1.0769,0.9946
"DOCK10",0.4886,0.2581
"SLC25A20",1.8802,1.9803
"MARCH7",0.8363,0.5261
"TXK",0.5803,0.4836
"DPF2",0.9355,0.867
"SLC38A10",1.1501,0.7597
"TLK2",1.795,1.8274
"MPI",0.432,0.3235
"SNX19",1.565,1.4338
"YIPF6",1.1095,1.1358
"ZNF511",1.1673,1.1127
